id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate,is_eupher,is_toxic
782c9762e6234a31,"Yeah whatever liar. You have some fraud putting """"rv v"""" which appears to mean """"vandalism"""" when I put in sourced material and you blocked ME for undoing their OBVIOUS BLANKING VANDALISM. Obviously you're part of the whitewash.   ",0,0,0,0,0,0,0,0
0492b707ff4aec21,because it's completely generic,0,0,0,0,0,0,0,0
ce8580ef18a169c8,"I refer you to the Wikipedida article """"Style (manner of address)"""", wherein it clearly states """"Pope John Paul II was called His Holiness only until his death.""""   Regards,  22:10, 14 July 2005 (EDT)",0,0,0,0,0,0,0,0
2c51b7c1149f949f,"I love how you're completely trying to mistranslate things to justify your racism. Grow up and get a clue, neither the SS, nor the KKK, nor any of the other groups you hang with are in vogue any more.",0,0,0,0,0,0,0,0
62915f6295945210,"Why exactly?
And would every cell need a reference from a secondary source if it were only cited text?  control ",0,0,0,0,0,0,0,0
6de8b93b7bb6eb1d,".  Trudeau wasn't the Leader of the Opposition, Mulcair was.  Ergo the Liberals weren't the Opposition, the NDP was.  Therefore the Liberals could not, by definition, form a """"shadow cabinet"""".",0,0,0,0,0,0,0,0
4e247deb0b751a20,"==Mark Howard (producer) hi. i am adding these links , like ones to intervies with Bob Dylan which talk about Mark Howard as a reference because my page states there is not enough references. is this wrong? i totally understand the book one but the others? can they be returned? would love your feedback. thankyouCharliedylan (talk)",0,0,0,0,0,0,0,0
735438c02d8e644a,Support as per precedent described by OP (invited here by bot),0,0,0,0,0,0,0,0
0506d1ab242e68b7,"December 2008 
 You currently appear to be engaged in an edit war. Note that the three-revert rule prohibits making more than three reversions on a single page within a 24 hour period. Additionally, users who perform a large number of reversions in content disputes may be blocked for edit warring, even if they do not technically violate the three-revert rule. If you continue, you may be blocked from editing. Please do not repeatedly revert edits, but use the talk page to work towards wording and content that gains a consensus among editors. If necessary, pursue dispute resolution.   talk ",0,0,0,0,0,0,0,0
b4961bafeade5135,"P.S. Is there any chance that you could help to expand it a bit; it would be nice if, right at the start, it provided a more plain statement of what, exactly, the thing is - before getting into the more technical aspects; currently, it's a bit hard for non-specialists to understand. I've been looking at the articles here, and here - perhaps more could be said about the medical side of things, re. tumors?

If the article could be made just a little longer, it could qualify for a """"did you know..."""" entry, and would appear on the main page. Currently it is about 1000Kb of text; it would need to be more than 1500 - and the entries have to be articles created within the past 5 days.

Please let me know on my talk page, if interested. Thanks,  ►  ",0,0,0,0,0,0,0,0
9ed4497c64f3841d,"No problem making 2 requests - rather, supporting the block and saying """"the request was frivolous. Please stop wasting admins' time"""".   ",0,0,0,0,0,0,0,0
a32be17a2ab3770b,I await my lashings..lol.. maybe they will see on your page you have quite a few warnings yourself.. as a matter of fact judging by your talk page it appears your only use here is start trouble and promote ron paul.. odd I think.. as a matter of fact you got the Ill report you to the admin board idea from a user a couple paragraphs above me..against you.. interesting.  tell the admins I said hi.. and maybe try waiting for there delete decision before trying to circimvent wiki policies to keep a listcruft page.. toodles.. -,0,0,0,0,0,0,0,0
72db634dfe4d23b6,"You must forgive my laggard pace, Splash; been up to my ears. Will join discussion soon. Regards—εγκέφαλον",0,0,0,0,0,0,0,0
73de4f62fb8f0de2,"Well then, LooseTheHotButtonS, when are you going to get around to mentioning the Adventures of Mimi Tour, or Mariah's perfume deal, or all the latest that she has going on?",0,0,0,0,0,0,0,0
a44d0b87bceaa9fc,"Thanks 

Thanks for reverting my talk page (hope you won't delete my message ^_^). ••w••o••r••m•• ",0,0,0,0,0,0,0,0
6f88181c6e4d01f8,"Bullshit! 

The section used to be a neat little critism section until that user 74.116.181.153  added about a paragraph of rebuttals to it, i could'nt be bothered challenging it, so i just keep removing the POV and trimming it slightly, feel welcome to take the section back to the 8th of january if you want. You'll have my support anyway...  

 I've only been doing modest tweaking as I see it needed on that article. I'm not prepared right now to analyze its current state too much. I'm trusting that everyone else there will keep each other relatively honest. Thanks for the heads-up, though. ~  (talk)",1,0,1,0,0,0,0,1
66ca321e423ed36c,"Unfamiliar word section 

By what standard are we saying a word is unfamiliar, specifically, but what time period?  Contemporary to publication or time the article is written?  If the former, I think 'spiff' may not be so unfamiliar.  I won't swear to it, but it came across as contemporary slang like in line with Archie speaks.  I wouldn't be surprised if it's related to, even a basis for, 'spiffy'.",0,0,0,0,0,0,0,0
6a5c9833ca7e8093,"Extra song? (/doesn't exist) 

Apparently there's a a song by Yngwie Malmsteen called Cantabile on Magnum Opus. A quick wiki search to the album itself reaveals no such song nor does a wiki of 'cantabile yngwie'.

Odd? Or was someone just screwing around",0,0,0,0,0,0,0,0
e7ab2600518a1333,"Shutters - Use of Socket Covers 

I have reverted the following edit under Shutters as it is in conflict with reference provided.
An alternative view is that socket covers can prevent children plugging in faulty or dangerous appliances, as in the case of a child electorcuted (sic) when he plugged in a cable with a plug at one end and bare wires at the other. (The reference provides was: http://www.scotcourts.gov.uk/opinions/2011FAI17.html)  The sheriff in the case concerned rejected the argument made because there was no supporting evidence, as is made clear in the document referenced.  See www.shocked.org.uk for further information.",0,0,0,0,0,0,0,0
31215789bd4b1cbe,I actually went ahead and added new figures and a new source.,0,0,0,0,0,0,0,0
03d36498737417ed,"I certainly could. But in February I decided to take a step away from Wikipedia, and I am no longer editing articles on some topics, including politics.",0,0,0,0,0,0,0,0
c88ec990a3e05cb8,"Original article should be like this

 

Franjo Tuðman (May 14, 1922 - [[December
9]], 1999) was the first president of Croatia in
the 1990s.

Tuðman's political party HDZ (Hrvatska Demokratska
Zajednica, Croatian Democratic Union) won the first
post-communist multi-party elections in 1990 and
he became the president of the country. A year later he
proclaimed the Croatian declaration of independence. He
was reelected twice and remained in power until his death
in late 1999. In English, his surname is spelled
""""Tudjman"""".

The Communist

Franjo Tuðman was born in Veliko Trgovišæe, a village in
the Hrvatsko Zagorje region of northern Croatia.

During WWII Tuðman fought on the side of
Tito's partisans, where he
also met his future wife, Ankica. He became one of the
youngest generals in the Yugoslav People's Army in the
1960s — a fact which some observers linked to the
fact that he sprung from Zagorje, a region that gave few
Communist partisans.

Others have observed that Tuðman was probably the most
educated of Tito's generals (as regards military history,
strategy and the interplay of politics and warfare)
— this claim is supported by the fact that
generations of future Yugoslav generals based their
general exam theses on his voluminous book on guerilla
warfare throughout history: Rat protiv rata (""""War
against war""""), 1957, which covers topics as diverse as
Hannibal's drive across the Alps, the Spanish war
against Napoleon and Yugoslav partisan
warfare.

Tuðman left active army service in 1961 to found the
Institut za historiju radnièkoga pokreta Hrvatske
(""""Institute for the History of Croatia's Workers'
Movement""""), and remained its director until 1967.

The Dissident

Apart from the book on guerilla warfare, Tuðman wrote a
series of articles  attacking the Yugoslav
Communist establishment, and was
subsequently expelled from the Party. His most important
book from that period was Velike ideje i mali narodi
(""""Great ideas and small peoples""""), a monograph on
political history that collided with central dogmas of
Yugoslav Communist elite with regard to the
interconnectedness of the national and social elements in
the Yugoslav revolutionary war (during [[World War
II|WWII]]).

In 1971 he was sentenced to two years of prison for
alleged subversive activities during the so-called
""""Croatian Spring"""".

The Croatian Spring was a reformist movement that was
actually set in motion by Tito and Croatian party
chief Bakariæ in the climate of
growing liberalism in the late 60s. It was initially a
tepid and ideologically controlled party liberalism, but
it soon grew into mass manifestation of dissatisfaction
with the position of the Croatian people in
Yugoslavia, and it began to threaten the party's
political monopoly. The result was a brutal suppression by
Tito, who used the military and the police to crush
what he saw as the threat to his undivided power - Bakariæ
quickly distanced himself from the Croatian Communist
leadership that he himself helped gain power earlier, and
sided with the Yugoslav ruler.

During the turbulent 1971, Tuðman's role was that of the
dissident who questioned the central myth of modern
Serbian nationalism, the number of victims of
the Jasenovac concentration camp, as well as the role
of centralism in Yugoslav and the continuation of
ideology of unitary """"Yugoslavism"""". Tuðman felt that this
originally Croatian romantic pan-Slavic idea from the
19th century had been mutated in harsh realities in both
Yugoslav states into the front for a pan-Serbian drive for
domination over non-Serb peoples — from economy and
a",0,0,0,0,0,0,0,0
9b9f6b3de9c46898,"Wiki links
Hi. You may not be aware, but linking to common English words is usually not helpful, and and contrary to the Wiki style. Have a look at WP:CONTEXT to get an idea. Happy editing!",0,0,0,0,0,0,0,0
a604851677f94989,are you talking to me? if so wat did i do? User:Big foot123456789,0,0,0,0,0,0,0,0
4fa978522a15818c,"::::::Whatever, my policy is that I think that it needs to be edited then I will edit it.  And I think that if someone wants to make a major edit then they need to come to this Talk page and explain themselves to me or I will edit it if it needs editingjust like you do all the time.  Also, I don't if you know if you know that you did NOT spell """"hypocrisy.""""  Now, if this was the main article then I would edit your comments so that you could spell correctly.- 22:16, 16 Feb 2005 (UTC)

",0,0,0,0,0,0,0,0
21696029e0345ea5,"Secrets from the grave 

This is pure speculation on my part, but I imagine the exhumation of Paula's grave would have been carried out under conditions of great secrecy and with some degree of security. Nonetheless, I wonder if DNA obtained from any remains might yield a clue as to the identity of the grandfather she shared with her infamous brother. Would anyone be interested enough to do the research? It would surely be only of academic interest, but even so...

I also find it a rather odd co-incidence that these mysterious documents have appeared, apparently within weeks of the exhumation. Is there any proof that the documents are genuine? I still recall the fiasco of the so called """"Hitler diaries"""" some years ago. Perhaps the time has come to stop looking. The subject's fascination cannot be denied, but it is surely time to move forward. TCH. UK.",0,0,0,0,0,0,0,0
b02bbab7df8b6cdd,"Fires and vegetation 

The text says:

""""Repeated fires in the last two decades throughout the region have worsened the quality of the vegetation""""

This affirmation lacks sources In addition, in this news of El Diario Montañés (in Spanish), the principal newspaper of the region, says that """"Cantabria is one of most hoisted of Spain and the EU"""" and that the surface of trees increased between a 24% and 41% in the last 10 years (73% are autochthonous forests).

I erase this paragraph.  ",0,0,0,0,0,0,0,0
c68ec2c546024987,"Uk55
I fess-up, you have caught me again!!
But you'll never find the true puppet master who is really """"ignorant, arrogant, nasty and rude"""" ... Dave Zanko!
Ignorant.2C_arrogant.2C_nasty.2C_and_rude",1,0,0,0,0,0,0,0
2fb2bf7c25478f16,alreajk not logging in.,0,0,0,0,0,0,0,0
487eecc0dee4d797,"Ha 

This is true, but I bet Godwin cries himself to sleep a lot because of what goes on here. The poor guy. )",0,0,0,0,0,0,0,0
2a1168b7b6024c87,"Vorangor Sub619 and I know it was just a vandal. That's why I said """"It's almost a relief that it was a silly vandal"""". We were just imagining a disturbing but very possible scenario... Wikipedia has a lo-n-n-ng future ahead of it as a very well-known planet-wide resource. Someday a criminal will post details of a crime, challenging law enforcement (and Wikipedians) to put the puzzle together. Or perhaps a slightly cleverer criminal will post disinformation here hoping to send the cops and/or feds up an empty trail... All this is easy to imagine, and if I may be so bold as to offer Jimbo advice: it will be best to keep Wikipedia/media rather decentralized and amorphous, with no real """"legal department"""" to be subpoenaed for deposition or testimony. You'll need a """"volunteer spokesperson"""" like Ms. Cary Bass on an ongoing basis, but if you begin to present a standard corporate public face, you'll find yourselves incurring expenses like a corporation. And these expenses might be enough to entirely offset donations in some future year, which could be disastrous. Mimic the Internet itself and things should be ok.  ",0,0,0,0,0,0,0,0
2c662256d9ccb1a6,How many times is a Real Book cited in the article?,0,0,0,0,0,0,0,0
7322bb6aee3d2032,"Hello, Sbrockway, and thank you for your thoughts towards editing the Wikipedia article """"Ceiling fan"""".

Your edits have been reverted because:

Edit 1: """"(→Uses - vice versa in two story rooms)"""": the fact that a ceiling fan has a reduced effect when moved further away from the observers is (a) painfully obvious common knowledge, and (b) is already covered in the """"Bases for comparison"""" section (subsection: Perceived efficacy).
Edit 2: """"(→Uses - explain to define term stratifies)"""": the sentence """"Air naturally stratifiesthat is, warmer air rises to the ceiling while cooler air sinks to the floor."""" needs to be included as text, because not all browsers (notably text-based and slightly older ones) can display that sort of pop-up text, and not all users notice it, and that exact text is essential to an understanding of why ceiling fans have a winter mode. It is not long-winded or otherwise undeserved.

In the future, please make sure to request and discuss all of your proposed edits on the Talk:Ceiling_fan: talk page, particularly if you are adding, removing, or altering statements of fact (as opposed to, say, small grammar and spelling errors).

Thank you for your many contributions! !!!!",0,0,0,0,0,0,0,0
eff46ec6e399443f,"You 
Donny Osmond is an arsehole! Let me post it on his wikipedia page!

 Wow",1,0,0,0,0,0,0,0
5a50c125d6adc582,": Thanks, but I didn't create this article.  I created a redirect, and  created this article.  You might want to notify him as well. b ",0,0,0,0,0,0,0,0
d8a47a877286a0fe,Stop writing on my page. You are only making things worse for yourself.,0,0,0,0,0,0,0,0
796e68eee1e97b82,"Ayup, vandalism. Fixed, thanks for noticing it!",0,0,0,0,0,0,0,0
b684b389a85f6931,"PS: Dear Ed, and now I see that on the article for Centre for Social Studies, you removed his name in the sentence """"published authors include.."""", or whatever.  There is a book with ISBN (which you had kindly inserted as bibliography), with him as author and CESOC as publisher.  Why is this insufficient evidence that he is indeed a published author of CESOC ?  I admire your objectivity, but then I need to understand this.  Cheers.
 ",0,0,0,0,0,0,0,0
bf644d4d03faabd8,Look everyone its the queer talk page,0,0,0,0,0,0,0,0
bb357bc8d71d22e3,"January 2009 (UTC)
I have decided to retire from Wikipedia, so I am not worried about my above request anymore.  Thanks again for your contributions regarding the block discussion.    00:50, 30",0,0,0,0,0,0,0,0
884dba9e5a3ac656,"Vandalism 

Stop vandalising pages. You are SO annoying!",1,0,0,0,0,0,0,0
e6b800d5d3fc1c35,"GO SUCK A DICK YOU BITCH, YOU CANT SOTP ME CUNT BAG",1,1,1,0,1,0,0,1
c76805871de1a70e,":: When you say """"we"""", I hope you're not including me. But if you care to travel to SA, you'll find all his primary historical documentation / biographical papers etc neatly filed and publicly accessible in a big file at the official South African History Archive in Pretoria, and more at Witwatersrand University library archives in Johannesburg. Why are you so interested in him?   

",0,0,0,0,0,0,0,0
2415a4a954d8e561,"He's a repeat offender. When he changed Islamofascism to POV rant some users spent a lot of time explicitly telling him what is wrong with his submissions but he won't (or perhaps) can't moderate even in the slightest. And he whines like a baby. Ban.  00:15, 18 Aug 2003 (UTC)",0,0,0,0,0,0,0,0
627b3acf61773e70,"Soxwon, I'm not attacking, but I am pointing out you have NOT contributed to the discussion, yet you keep reverting without explanation.  You say that you want outside editors to see something, but this has been your excuse from the beginning.  This discussion on H&K; has been pretty involved.  Where are the outside editors?  I see one, CoolCaesar who checked my reference and said I was correct. 

Soxwon, I'm not basing my comment on you on your other posts.  I am basing it on the problems you've caused for me.  For no reason beyond, you want an outside editor to see something, for multiple reverts.  I was banned fighting you on the reversion, then you got me banned because you said I did something called a sockpuppet.  When I look over your talk page, it looks like you are constantly stirring up sh@t.  You have no intellectual interest in this page.  Leave it alone.",0,0,0,0,0,0,1,0
180241551614b169,This most certainly is T.R. Knight.  He has taken a break from filming and grown his hair out...which is naturally curly.  A lot of these Hollywood types look completely different without makeup on and especially when not in high profile areas such LA or NY.,0,0,0,0,0,0,0,0
35f50c518514d3d8,"The article Rising Collective has been speedily deleted from Wikipedia. This was done because the article seemed to be about a person, group of people, band, club, company, or web content, but it did not indicate how or why the subject is notable, that is, why an article about that subject should be included in Wikipedia. Under the criteria for speedy deletion, articles that do not assert notability may be deleted at any time. If you can indicate why the subject is really notable, you are free to re-create the article, making sure to cite any verifiable sources.

Please see the guidelines for what is generally accepted as notable, and for specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.   (talk to me)",0,0,0,0,0,0,0,0
3cf3e6c731743f87,"asserting that these differences are a consequence of measured IQ differences between groups is not research, it is opinion  really think that one over again. scientists can have opinions about unknown matters of fact, they're called hypotheses or theories.",0,0,0,0,0,0,0,0
c5ddec7dc1e4dff5,"3RR 
You hve reverted this statement more than 3 times in one day - please stop as you can be blocked for it. Please discuss rationally your reasons and preferred wording at Talk:KTVX-TV.",0,0,0,0,0,0,0,0
8850a90a53d052c3,Please be bold and make any changes you feel are appropriate.,0,0,0,0,0,0,0,0
d1e2bf69594db738,"Aw, thank you. Aha. It's not an exciting part of the year, it's the end of January (already), aha. And I run an online alternate music RPG. And my websites are for my websoaps that I write. Nope, not being nosey, aha.  TALK! ",0,0,0,0,0,0,0,0
50de9d15ef446d20,"Life 

Do you have anything better to do?",0,0,0,0,0,0,0,0
9c9c1b34e3998824,"I am very sorry about writing a rude message to that guy. I will never do it again. Please unblock me that I can contribute positively to wikipedia. My dad happens to own this website, and would be very unhappy if you decline this request. Don't bother checking my contributions, because the page was messed up, and all of them got deleted. Thank You.",0,0,0,0,0,0,0,0
d3382c8c0f15bd5f,"Fair use rationale for Image:The Rescuers poster 1989.jpg
Thanks for uploading or contributing to Image:The Rescuers poster 1989.jpg. I notice the image page specifies that the image is being used under fair use but there is not a suitable explanation or rationale as to why each specific use in Wikipedia constitutes fair use. Please go to the image description page and edit it to include a fair use rationale.

If you have uploaded other fair use media, consider checking that you have specified the fair use rationale on those pages too. You can find a list of 'image' pages you have edited by clicking on the """"my contributions"""" link (it is located at the very top of any Wikipedia page when you are logged in), and then selecting """"Image"""" from the dropdown box. Note that any non-free media lacking such an explanation will be deleted one week after they have been uploaded, as described on criteria for speedy deletion. If you have any questions please ask them at the Media copyright questions page. Thank you.  (Parrot) ",0,0,0,0,0,0,0,0
bca271fe50a87e06,"Blocked
I am blocked by what I consider to be immature aggression by  abusing his perogatives. I would like for him to remove the block and, if he feels it is absoloutely necessary to have me blocked to have it done by a neutral third party.",0,0,0,0,0,0,0,0
43c09af9ae899bd5,"Elonka 
Sucks black cocks.",1,0,1,0,0,0,0,1
3b7913c3b973fb1a,"POV tag unwarranted 

Citing Quran passages regarding peoples of the book (which is, frankly, quite necessary for this entry) does not constitute (editor) """"POV"""". ",0,0,0,0,0,0,0,0
7f86ba4cf3eb588d,I have sent another email explaining a little more in depth.  I would appreciate it if you could read it!,0,0,0,0,0,0,0,0
1480d0bea6418fc0,"How do you explain this, this and this? —  t",0,0,0,0,0,0,0,0
325b52b882b50b90,"Thanks a bunch 
For fixing the ref. on the Burger King article. I'm kind of new here, so I still get how to properly do it.User:Thewritingwriter17",0,0,0,0,0,0,0,0
86e194bbf68bcbcb,"A few major concerns with this article
the opening paragraph says unequivocally that Newton discovered calculus in this early notes years before Leibniz, however, this is not a solid historical fact in my opinion. This is based on the reports of newton's own inner circle who claimed that Newton showed the calculus to them. These very men had obviously taken Newton's side in a bitter debate that had seen Newton actively try to obfuscate the issue. Newton even anonymously wrote the concluding remarks in the report by his own Royal Society whihc claimed Leibniz a fraud and Newton the true discoverer. It should be added to the opening paragraph that the dates of Newton's first use of the calculus are based on the witness accounts of Newton's close confidants.",0,0,0,0,0,0,0,0
6be667a038dc2c25,"Gosh, I really seem to have set the cat among the pigeons here! As someone who has been studying historical linguistics as a hobby for 20 years and took Latin and Classical Greek at O-level I thought I was just correcting a blatantly erroneous statement wrt the Gk word for black. I'm happy with the current edit though.",0,0,0,0,0,0,0,0
470e95372debb7c1,"/Archive 72 - Jesus and India; """"commonly referred to.""""
",0,0,0,0,0,0,0,0
a8305f146c9eb0bc,"Wikipedia Club of New York
Come see: Wikipedia:Wikipedia Club of New York. —",0,0,0,0,0,0,0,0
c44050e32e31bcc7,"Jimbo... 

I hope you'll take this as it's meantthat is, without too much rancorbut I think it's time for you to put up or shut up. I think the problem that (at least some) people are having with your issues with Eric is that, while you're talking about it, you're not actually doing anything about it. If you think Eric should be banned, don't just snark about it on your talk page: actually start a ban discussion on AN, or Arbcom case request, or whatever you think should be done. Because right now, at least from where I'm sitting, all it looks like is that you just want to take potshots at him from the sidelines (and, until this ANI thread, in a place where you forbade him from responding, which is hardly an open discussion), and you don't actually care about fixing this """"failure of governance"""". If you really think this is a problem that needs solving, then it's time to get on your proverbial horse and ride: marshal your various arguments and diffs of evidence and start the discussion in the appropriate place (this talk page ain't it), just like any other editor. Stop talking and start doing. oh, and if you think that """"well, I can't start it because I'm Jimbo, and people will think that Jimbo starting a discussion means it won't be fair to Eric""""well, snarking from the sidelines against him isn't much better, so why are you doing that?  ⚇♔ ",0,0,0,0,0,0,0,0
c0043e1aa741a1f1,"Burial
Where did he die, where is he buried?",0,0,0,0,0,0,0,0
7b128cc565fe3ef2,"And maybe this is valid with places whitch had sizeable German minorities in the past, but Tábor or Hradec Králové were without significant minority",0,0,0,0,0,0,0,0
6ed54e510e12a050,"Your question on IRC 

Hi - sorry I wasn't there to reply to the question you asked me on IRC yesterday.  The answer was no, not yet. inp23 ",0,0,0,0,0,0,0,0
1e3ac9a65e053476,"15:44, 7 Nov 2004 (UTC)",0,0,0,0,0,0,0,0
d68012d0e55384b8,"Uranium mines in Namibia 

Hi Bine mai, namibnut again about uranium. I am slowly figuring out how things work, so apologies if this is the wrong way to address these issues. After reading about Aussinanis and writing a message to you, I clicked on the Uranium mines in Namibia link and now realize you have made all the entries there. May I point out some detail that might just be important as far as Wikipedia is concerned. There is a major distinction between a mine and an exploration project. Currently only Rössing, Langer Heinrich, Trekkopje and Husab can be called mines. Husab is in the process of construction, so one can call it a mine. Valencia is called a mine because there is a signboard on the road that says """"Valencia mine"""", but they never advanced beyond the mid-exploration phase. The reality is that none of the other projects are further than advanced exploration. Even Trekkopje is technically still constructing, but have actually shut down because of the poor economy. Some of the Reptile projects (e.g. Omahola) and Zhonge Resources have received mining licences but it is unlikely that they will be developed soon; the uranium price is far too low for economical extraction and will remain like that for some time to come.
  ",0,0,0,0,0,0,0,0
10d2a3497cbfd07a,"Accede unilaterally to your demands, then you'll deign to negotiate? No thanks.",0,0,0,0,0,0,0,0
062a8a832c9316f8,"MQM and their Abu Garib Style Terrorism
I saw the debate between Imran Khan, Babar and Ajaz ul haq and I felt sorry for Imran Bhai that he was mistreated for his 
private life matters which was brought up as a more important matter than crimnal history of thug like Altaaf Hussain and his party who only tortures and kills whoever they wants. I have witnessed MQM and their Abu Garib style crimes. My cousin has worked for MQM and he told us that if he leaves the party he and his own family would be slaughtered. Entire Karachi has been suffering because of Altaaf Bhai of India who is getting Bhuttas in the form of water mafia and Karachi people do not have electricity and he is enjoying the cold breeze of London. Imran Khan must get this thug deported to India because if he will return to Pakistan then Pakistanis will teach him exactly what it is like to call creation of Pakistan a blunder.",0,0,0,0,0,0,0,0
86ae2dfa1b9c22e0,"Silver lining 

Go to  and see if your browser passes the test. IE and FF don't. I don't have Opera, so can't say. Now download the pictures and open with the subject of the article.",0,0,0,0,0,0,0,0
18ddaf44b96a5c5c,"Oops. 

Well, I suppose this actually proves my point, doesn't it? Thanks for correcting it. =] — (?) Seen this already? ",0,0,0,0,0,0,0,0
d6f03646941b8b25,", 1 April 2015 (UTC)
Also  if you look at the meta information in the photo it shows an exposure time of 2/1 seconds! So, the actual intensity of scattered light isn't nearly as high as people are assuming it to be.  Might not even be visible by eye. -Protein\Chemist-CO2(-) 13:45",0,0,0,0,0,0,0,0
